评论内容
"无论如何
爱情江湖路仍应抱以感恩酒
就算你从此成了我的旧患
也能骄傲的说我再也不差喜欢"
多谢你如此精彩耀眼，曾做我平淡岁月里星辰
"以前我说：我爱你，与你无关。
现在我说：我曾爱过你，从此你的未来与我无关。"
"今天是2020年4月1号，现在北京时间21:20，明天我就要进行癌症的最后一次手术了，脑癌。
我不知道我到底能不能挺过去，我还有好多好多的愿望没有实现呢，还有好多好吃的没吃过呢，连楼下小卖部的东西还没吃一遍呢，嘿嘿，其实也挺舍不得的，我想他知道我也不想离开，可我又不想他知道，我其实蛮怕黑。"
还是希望你好，即使后来你与我无关
“你永远不会知道 那个为了你失去理智的人 突然安静下来 不哭不闹 不会打扰 她是经历了怎样的心疼 算了 你也不会心疼”
“两类人遇见得最多 不属于你的人和与你无关的人” 
“那些看开了还深陷其中的人才最可怜”
你崩溃到凌晨四点半 他睡到八点自然醒
"""我只是想听见你的声音 哪怕是句我讨厌你"""
有句老话是：分手了，run as fast as you can，不要去看去猜，猜对了猜错了也没什么卵用。跑，离开对方越远越好，过自己的生活，理他干嘛呀。
就算故事终将与我无关，也要感谢你在星辰中给过我一次机会，wanting you happiness，希望大家喜欢这首歌～
首次与席雨@Ranieyu 、张芷芮@Rruii0820 、豪斯Music三位朋友合作，2020新年第一首情歌单曲，感谢聆听
16岁的男孩子说要娶女孩子的誓言都是假的吧……
要加油啊，云村那么多人都在陪着你呢
居然需要一块钱了
别问 别想 别多嘴 疲惫 沮丧 失望 无能为力，我知道 我明白 我懂 我走 如你所愿，多遗憾，明明不想失去，却又无能为力
当然可以
duck不必评论
666xswl
好恶🤢……还要钱来了……我才不花钱！！！
差点忘记了异地最初是我先不坚定的 到头来放不下的反而是我 他真的是一个很合格的前任 让我差点以为他从来没喜欢过我 听这首歌又去怀念他 我好可笑
一块钱一年的回忆
2021也好快啊
真好 祝福㊗️ 我刚分手
牛马
流弊
哈哈哈哈哈哈笑死😆
被分手 一次次挽回无果后 再难过也不得不接受现实
真讨厌...不喜欢就说出来啊..最后失望的总是我..
靠在她头上
因为有一天发现你在对方那里没有备注。
其实很多事不必非得追求一个答案。你回头看看她做的那些事和对你得情绪态度就是答案！
哈哈
这首歌 你送给我的
我当然知道人都是会变的 也从未指望过你永远如初 但感觉到你对我不似从前的时候 还是忍不住偷偷难过了很久。
那些熬不过去的夜晚和难受，一年后发现都在渐渐消散。
拜托你也要回头看看我吧
他在我跟我谈恋爱的时候 出轨了 我们俩谈了两年 在我最喜欢他的时候出轨了 我一直在告诉自己 不要找那个女生的错 是他的错 所以我后来把所有的错都怪在他身上 但是我心里永远恨那个女生 如果不是那个女生的出现 我不可能像现在这样 已经分开十个月了 那个女生和我男朋友已经谈了十个月了
与我无关
青春期中懵懂的我了。在线求助？我想考598分呢。[多多大笑]
接受老师给我的建议，没以前那么顽固不化了。失眠没那么严重了，今天看成绩，还提了40+。青春就是那么迷茫，不知选那条路才算正道。过四天要回学校了，我不想上课时会因他的发言而胡思乱想，不想因为换座位时他在我旁边又胡思乱想内心焦虑，不想跟他遇见时，眼神里意味深长。我不知怎么办，也许这就是
最痛苦的是这年夏天，有两个月失眠。上课能记笔记就记，能掌握多少就多少。但成绩还是挂下来了，我很绷溃。因为我个人情绪化，认为老师只是看重那些优等生，才不会care成绩靠后的学生。其实不是的，优等生去问老师问题多些，对他们有所了解。我也去问老师问题，只是我没感受到老师对我的关心。我慢慢地
高兴，便经过他座位时跟他说了句“你好勤呀”，便结束了期末。
再然后，高二时，我坐离它挺近的，我能感受到每次他上课发言，我都很想笑。他受不了教室里的味道，我坐在窗边能开窗就开窗，但因那是冬天很冷，我能受着点就受着点。最后他过来开窗，我受不了，就跟周围的人愤怒的讲，冷风吹着我的脑袋很痛。后来，我很讨厌他，不想经过他的座位就绕道走，他也察觉到了
问你们个事，本人2022高考生。我对班上一个男生很在意，他喜欢研究物理题、每次考试后常去打篮球、很仗义、跟我一样的星座、喜欢坐教室后排……其他不清楚。高中三年都要跟他同班了，高一的时候，我作为物理科代表向他借过物理作业为找解题思路。后来，他为了冲热水卡钱向我问路，我也带他去了。
我甚至不是全名，而是她的默认昵称
等不到你的晚安
知道吗她是我想保护一辈子的人，可被别人糟蹋了，可笑吧她是自愿的原来我的爱在她那一文不值
我们都是女孩子哦
只是没有做到罢了.
比不欢而善更难受的是无疾而终
张琦 遇见我你开心吗 后悔了吗
真否？
看着他的背影，渐行渐远
怎么那么难过😫
等不到了吧
人来人往都向往着温柔.
正版歌曲要钱不是很正常吗
走心的歌词
加油
可能是累了吧，反正我是这样的爱不动了，就放过她喽
与其从此不见，还不如从未见过
我也是啊，谁能想到我对他的好专一都是假的…
那天我看朋友圈里 有个很熟悉的人 我反反复复看了很多遍 我越看越熟悉 后来我看着那双眼睛 啊原来是他啊 这么久没见 变了好多
1元买的[多多大哭][多多大哭]
等不到的回复 可是啊，我也会累的..
好
希望你有听到 我们一起唱过的歌
都变啦
永远最期待我们的明天
你得让她知道你在等她，不然她怎么知道原来还有一个人在等她，说不定她喜欢你呢 ，不管如何，要是真心喜欢一个人的话，你得让她知道啊
放屁，女朋友就是被我聊没的😭
等了两年了
什么情况？我购买完怎么播放失败了？到底怎么回事？
你也会难过叭
第一次购买歌曲[多多大笑]
已购买[多多瞌睡]
"晚上再也听不到你亲口说的晚安
也不再有一天24小时不终止的电话
没有了响个没完的消息铃声
连“我们”也早已变成了过去式
后来我才明白没有什么人离不开，都是习惯而已，习惯她在的日子，突然一个人了会不适应仅此而已。
也怪我，怪我不懂得怎么放下。
“宝，以后不在了你记得要好好的。”所以，就这吧"
突然就放下所有执念 我还有万里路要行。
不是ky，纯属感慨[多多捂脸]
这首歌简直是光遇孤狼现状，似乎每个人的星盘上都有一个从一开始倾心交谈的好友，到后面慢慢疏远，甚至遇到的时候，都不知道该说什么，最后仓促的说一声，我去跑图。跑图的时候偶然遇到，总有一个人会传回遇境，偶然间听到这首歌，一下子就想到了光遇，当初的好友，明明还是互关，但上线也不会再传送了
舔狗的滋味不好受
可是我一直等不到，也没那种冲动了
缺爱的女孩也一样
