评论内容
最让我难过的感情大概是 明明你不喜欢我还要耗着我 又在我准备忘掉你的时候又出现...
非常喜欢王心凌的《大眠》，也感谢网易云帮助获得了正版授权，重新演绎。非常感谢大家的喜欢，谢谢大家的支持～以后会出更好的作品
短短17秒 我却循环了一晚..
“人也总是会执着于第一眼喜欢的东西”
这烂透的2019年总算要结束了
你让我觉得 我是这个世界上最差劲的女孩子
人会变的温柔是因为透彻的懂了
"我依赖于你做不到没有你在身边的向前看我特别想你所有思绪都一点一点奔向于你我沉醉于你请求让我继续再更好的去爱你我痴迷与你从开始在一起就只想要你一个
我只想等你
不想对你留有遗憾想继续陪伴
我想你幸福
宠你爱你保护你像个孩子一样
我想睡好觉
不靠药物控制想依赖你的晚安
我真的想你🧸"
你当然不会知道我有多想你
好像最喜欢的是花两元坐公交车 坐在最后一排靠窗戴着耳机 听着网易云 看着窗外倒退的风景 想着过去和现在
"你一副不缺我的样子
我怎敢深情"
你說 2020真的會比2019好嗎
今晚还好有这一段声音陪我
又是一个单曲循环的晚上
算了，再烂再糟糕也是2019限定
你的他，而我，她不是我的
真实
你们女生这么做到感情收放自如像天赋一样？为什么说过的话可以不算？明明选择了我为什么要放弃？
谢谢你，陌生人
面对一个无法改变的定局，不为所动，一个人偷偷抹眼泪。
“后来我才知道，她朋友圈所发的，在他的一言一行里说的爱，从来都不是我。”
如果还在，如果陪我度过姐姐的病情，该多好。都怪我没有悉心的呵护，没有为了她抛弃从前，对何为喜欢，为何喜欢，如何得到，为何守住，知道的太晚，落得个什么都没有了，狗熊都比我强，它最起码还剩手上一个，我呢，你的全部对我来说一无所有，一无所知。其实最可悲的一个将要成年的人，
就像背叛我的她，只是把隐私做成了背叛的借口
心虚
真正的喜欢是想努力，却没有追求的勇气
你们女生是怎么做到一边说喜欢一边又理所应当地辜负和背叛的啊
有过经历的就知道那种感觉的
"孤独到深处即是享受自由
迟到的珍惜总让人发笑
你的本事要配得上你的奢望
不问为何离开，只对留下的人说声谢谢"
那还是分了吧
"2021的目标 1：买一套500平米的房子（已完成）
2：换一辆兰博基尼（已完成）
3：开一家上市公司（已完成）
4：有次说走就走的旅行（已完成）
5：年收入超500万（已完成）
6：找到女朋友（已完成）
7：喝酒吃菜（未完成）
8：睡觉别做梦（未完成）
9：改掉吹牛逼的毛病（未完成）"
看不到希望
加油 宝[多多难过]
不是听说是真的
好久不见
“请你用绝对清醒的理智去压制你不该有的感情。”
陈浩
呜呜呜呜我看哭了
她不喜欢我，为什么要骗我。
我方水晶正在被攻击
吴勃霖
"人间不值得说的是人间不值得你这样难过，难受，（安慰）
而不是没有必要来到人间。（自杀）
懂了吗？"
他的名字
azmat
爱她，可是我觉得我做不到，现任说我是恋爱脑，因为我带现任体会了之前和前任做过的很多事情，可对我来说，原来做过的事情，第二次真的就不会再有激情了。所以我想告诉大家的是，一定要逃过新鲜感的死循环，要带旧的人去体验新的事物，而不是带新的人去体验旧事物。
我是女生，我对象也是。我已经找不回那种感觉了。原来我的热情已经被她耗尽了，我这么跟你说吧，现任过生日，我复制之前写给前任的生日祝福的长篇大论，进行一些小的修改，便将长篇大论发给现任，现任收到长篇大论之后感动的不得了，可我怎么也高兴不起来。我很自责，现任对我真的很好，我也很想好好
不依不饶的付出就像热水养花
李靳屿
其实，年份只是计量单位罢了
谢谢热心肠网友
肖战
今天是我们在一起的第571天，也是分手的第1天，
想想怪不值得的，我一直坐在那里，看着你走向别人，看着你对她笑，看着你摸她的头发‥‥‥‥ 而我又应以怎样的角色来评说这种种呢？我不明白当初那个笑时总回头看向我，总不经意间撇眼瞄我，独在我面前话唠的你又去了哪里？ 大概，是我太天真的肯定你是喜欢我的。
短短17秒 我却循环了一晚..
朋友介绍的对象，反馈是因为觉得我普通所以喜欢。然后就突然想起来2008年的某个周末傍晚，你偷偷QQ上发给我：因为你和其他女生不一样，所以喜欢你。原来普通也是优点吗，原以为特别才是呢。嘿
朋友介绍的对象，反馈是因为觉得我普通所以喜欢。然后就突然想起来2008年的某个课间，你QQ上发给我：因为你和其他女生不一样，所以喜欢你。原来普通也会是有点吗，原以为特别才是呢。嘿
张株成
笑死，当然是班主任口中我的名字，不然你以为
张玉龙
我自己的名字呗
清楚输入法数据就行了
你也要加油哦～
伤感一哥
你在另一首歌也是这么说的
肯定是自己的名字啊[多多捂脸]
你知道我为什么失眠吗？……
加油＾０＾~
好像就要这样独身一辈子了，毕竟我不好也不惹人疼爱
"我会变好
会有好的身材
会变得自信不再自卑
会变得温柔
会变得果断
会忘了你
2022.9.05我会来这里的"
马骁
哈哈哈哈～
我做了太多对不起你的事，我不指望你能原谅我，我只希望你能恨我。
吴嘉迪
同高四失恋 今年春节大年初四在小区楼顶哭到失声 那时候还有四天就要开始下学期了 我真的不愿意出门不想去上学了 但是我还是要好好学习呀 现在已经释然啦 天天开心才最好啊陌生人
毕业啦，再也没有机会偷偷看你了
两年多了
在这个快餐爱情肆意横行的时代 我熬的粥又淡又慢 谁又会喜欢
高四吗
算了
我真的很喜欢她，就算真正白头偕老的可能性很小，我也想尽量把这一份感情走的更久
都快忘了怎样恋一个爱...
好遗憾呀，没关系，我在努力，努力靠近你，想要亲眼看一下你的样子，如果可以，还想拥抱，好好道别。
搞砸了
小情绪被发现会更委屈是吗
2021.7.13 这个时间段的蓝云娜爱闫章永，很爱很爱。但我们分手了
明知道没有结果你还会去尝试吗？
今天是我们分手的第104天了 好累啊 不想等了
写的不好 我也是看没人继续往下写才继续的 如果有陌生人的出现 请继续吧
"一年后
高中毕业
他没有去上大学
找了个寂静小镇
种了满草地的满天星
陪他的只有那把吉他
他会弹吉他了
弹出的声音 和她的相似
但是她再也不会出现了"
"我没有理由再去打扰你了
我选择了退出
但你知不知道 你在高中的一举一动深深的牵动我的内心
你的比赛 我有去看
你的琴声我听懂了 这是你写给我的歌 我知道
但你还没有亲自唱给我听 你怎么就先走了
你回来好不好 你回来我……。”
那个男孩说“够了 不用你的虚情假意 滚 快滚”"
"“My heart, the bird of the wilderness, has found its sky in your eyes.” “我的心是旷野的鸟，在你的眼睛里找到了它的天空。”
—R.Togore.泰戈尔"
"你妈妈说你在备战中考不让我打扰你
我心思着 我等你 等你准备好之后
我和你考一个高中
四年啊
这可是四年啊 整整一个初中 我联系不上你 不知道你的消息 我费劲心思让这么多人陪着你 希望你快乐 你都不知道
可当我在高中校门见到你的那一刻
我觉得这四年的等待值得
但当我看着你身边有了爱你的人之后"
"说道
“你为什么不听我说呢
你要是听我解释是不是就不会这样了
我初中的时候根本没有和女孩在一起
当时女孩抑郁症 刚从国外回来
为了不打击她 让她病情加重 我才这样做的
你知不知道 你自从删了我的联系方式 我每天都去你家楼下等你
但邻居告诉我 你搬家了
我又让我的妈妈去联系你妈妈"
"抢救室的灯光熄灭了
医生走出来
摇了摇头
那个男孩一改往常的温柔
和他扭打在一起
“你为什么要这么对她”
他没有还手
任由男孩的拳头打在他的身上
他倒地了
再次醒来时已经是医院的病床上
护士走进来“你由于悲伤过度 昏倒了”
他睁眼便问她的下落
他拔掉输液管
走到她的病床前"
"路灯猛地一下变成了红光
那个男孩和他追出来的时候 只有倒地的她
那个男孩冲过去把她抱在怀里
对她.说“你怎么这么傻呢”
泪水从那个男孩的眼角流出来"
"女孩缓缓的飘来一句话“我们社团活动在这里 你误会了”
他站着她的后面听着她说的一切
她转过头 看着他
“我从小到大都喜欢着你 把你当作太阳一样 一直追溯你的脚步 但太阳真的好刺眼……”
女孩冲出了饭店 迷迷糊糊的走在大道上
车水马龙 万家灯火
偌大的城市好像没有女孩的容身之地"
下一个更乖
serendipity
会
莫莫不请自来哈哈哈
我怎么有点想笑[多多笑哭]
小丽丽
爱情从来不会错 会犯错的是人
我不能阻止你奔向更好的人我觉得除了我谁都配不上你
聊不完的话题只限于初时
笑死 连她网易云的主页都进不去啦
有个人 说谎
李靳屿你好吗
我就算改了，也没人会注意吧
别睡 别睡 不许睡
或者说是，曾经属于我
也是啊…
如果时光能倒退，我也不会选择遇见他
竟然有我？
不是难过 是生气和无语
行行行行行嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻脏兮兮
害 一语中了
"年级第一的位置他和那个男孩明争暗斗
但她可不是那么好选择的 在文理面前徘徊不定
她的理科很好 物理 生物都是第一 也爱学化学 但是她好爱文科 她觉得文科的美 理科是学不来的
最后填文理分班志愿的时候 所有人都觉得她会选择理 当她收拾东西去文科班的时候 他的眼底的一丝失落 没有人察觉到"
"她没有再看台上的他们 和朋友跑回寝室
她走后 台上的他一直在寻找她 直到结束
寝室周围围满了人 原来这位新来的留学生 是一位明星
很快她们一起玩 一起吃饭 一起上课
时间飞快 到了文理分班的时候 他 那个女孩 那个男孩和那三个男闺蜜选择理科 并且分在一个班级"
不关他的事儿
"他进入了学生会当起了学生主席
他和往常一样优秀 到什么地方都是光一样的存在
而她好像永远在向着光
那个女孩凭借较好的容颜 弯弯的眉眼 顺利当选副主席
她在台下静静的看着 好像这样的距离对她来说是一件遥不可及的事
她多想 他的身边站着的是她 而不是那个女孩
她的朋友对她说咱们寝室来人了"
嘿嘿抓到个小宝贝
"她和她初中的两个朋友刚好分在一个寝 另一个空的床位不得而知
听说是一位留学生
她很喜欢吉他 从初中便练习 因为她觉得弹吉他的人很有魅力 她会用琴声来表达自己的情绪
高中的生活很丰富 活动也很多
她也顺理成章的进入了吉他社
很巧不巧 那个女孩也来到了这所高中"
好想大睡一场，醒来啥也不记得
"她看着他离去的背影
以为删掉联系方式就可以隐藏起这份感情
但她错了 他的一举一动还会影响着女孩的心情
那个男孩把她眼底的泪痕擦去说“风太大了 我们进去吧 感冒了不好”
那个男孩还是一样温柔
温柔到 她总觉得亏欠那个男孩
寝室很干净也很大是四人寝"
"清风划过她的脸颊
她五个朋友叫住了她
她的心又变的和往常一样平淡如水
她的男朋友 那个男孩 平静的站着 看着这一切
她跑过去好像抓住救命稻香一样紧紧的抓住那个男孩的手臂
向他介绍说“这是我男朋友”
简单的几个字
他的心颤了一下 回道“你好 看她有人照顾我就先走了 这是她的东西 麻烦了”"
他是我的青春
我害了一个喜欢我，我也喜欢的人……
我喝酒了也会翻前女友的空间 可惜朋友圈已经进不去了。
只要是他叫我的名字
我的名字
不爱了
喜不喜欢 爱不爱 能不能在一起 可不可以结婚完全是四件不同的事
如果他还是那个他 我爱
政治老师说过，“有些选项它没错，但跟题意无关”
感受到了
只要一方不够爱就不能够在一起
"我喜欢你，可是我会慢慢忘记你
不再打扰"
怎么会不爱？可这辈子我也无能为力了
易泽涵
李丰竹为什么你不要那么爱你的我，为什么你当时要出现
为什么相爱的两个人不能在一起.
