评论内容
你有这种期待 我有这种打算 但是 天外来物 不算大招吗...
“世界上终有一个人能降服你 妖怪”大概这个意思
看灵感了 疫情 mv也不好拍 看情况吧
这个我同意 哈哈
老薛717生日快乐...谢谢你 写了这么多好歌... 谢谢你 唱歌时那么深情...
弄到好 不好不出门的心情
“世人皆论你风趣幽默 却未曾见你手捧星辰对我说我们互相拯救”
漫漫宇宙是世界浪漫的起源
说明你心里有这个人的 只是还没得到 是好事 有目标就是好事 不管是爱情还是工作 没有目标了我们就完蛋了
啊 看来看去没意思 明年训的时候见哈
谢谢你们哦 不要为我做累到自己的事情 听歌就好了哈 跑来跑去只有巡演的时候可以 记得
我头发本来也不好 所以没关系了
你们稍微慢一点 我来不及看 会散光的
我想拥抱你的 但是没有这个表情 哈哈
了解我哦 哈哈 有的
[多多大笑]
三巡看看江西的孩子们吧！
江西！江西！江西！
杨文卓
黄思琴
黄思琴
没有
娜神
三巡！
张静呀
三巡广州站见朋友们！！
兄弟们，三巡见啊！！！
三巡来了
1737天 三巡官宣 我 终于也可以说:“我要来赴约了”❤️
南昌南昌南昌南昌
三巡，雨我无瓜。
江西的朋友跟我喊江西江西江西
江西啊哥哥看看江西吧
她请丈夫列出他的六点不足，帮助她成为更好的妻子。“刚听到这个要求的时候，我很诧异，老实说要找出她的六个缺点简直是分分钟的事儿——要知道，她挑我的毛病，能挑出一千个——但是我没有马上回应，我跟她说：‘我想想看，明天早上再跟你说。’
她请丈夫列出他的六点不足，帮助她成为更好的妻子。“刚听到这个要求的时候，我很诧异，老实说要找出她的六个缺点简直是分分钟的事儿——要知道，她挑我的毛病，能挑出一千个——但是我没有马上回应，我跟她说：‘我想想看，明天早上再跟你说。’
据说三巡首场在天津[多多大笑]谦友冲鸭
薛之谦三巡演唱会官宣了，他来了他来了
三巡来陕西吧！
实在难选
薛之谦三巡演唱会来了
薛之谦三巡演唱会来了
天外来物巡回演唱会官宣了😭😭三巡要来了😭😭等了好久 该见面了
留个名
房子首付的钱我正在努力，要等我璐璐，希望你能再抱着我说再也不会离开，25岁我定会娶你为妻！兑现我们当初的承诺！
期待期待！
WC没看微博
还不知道什么时候开始呢
张馨元！！！
