评论内容
这份爱 会不会 会不会 让你也好疲惫
希望大家都能被爱的人温柔以待
“梦里出现的人，到底是谁在想谁”
仔细想一想 我长得不出众 不高 不阳光 学习不好 脏话连篇 多疑敏感 喜怒无常 怎么可能会有人无条件站在我这边
这也是在厕所马桶上录的吧
补课费好贵 题目好难 压力好大 我想睡觉 我想休息可我更想考上好学校
"她喜欢吃辣
她胃不好
她喜欢吃烧烤 烤肉
她喜欢喝奶茶 水果味的
她喜欢吃肯德基的炸鸡 脆皮鸡特别爱
她喜欢喝冰饮
她明知道自己来了还是会吃冰的辣的
她胃不好但是不会养胃
她喜欢穿我的衣服
她经常熬夜所以月经期不稳定
她喜欢榴莲包括跟榴莲味的所有吃的
她喜欢玩光遇"
如果，你还会来找我，我们的故事就是未完待续；如果，你不来找我，那我们就是全剧终。
为什么明明是你先对我表露爱意，落得尴尬境地还是我
谁说你一定要喝星巴克，戴得起卡西欧，穿得起名牌，要吃海底捞，要去迪士尼，我们可以喝益禾堂，带淘宝的情侣表，穿用丙烯画对方名字的白T情侣服，一起去吃粉，还可以去动物园玩，学生半价，正因为你是普通家庭的男孩，那么平凡又真实贴切，再也没有第二个你了
在每一个不联系的时刻 也都有在认真喜欢你。
今天是2020年12月16日，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫苏书亦的男孩
"他十九，我十八
他大一，我高三
他成绩好，我成绩差
他在湖北，我在江西
但
他喜欢乐器，我也是
他喜欢唱歌，我也是
他喜欢哈利波特，我也是
他喜欢猫猫狗狗，我也是
他爱我，我爱他 他是男生
我也是"
这道题 会不会 让你也掉眼泪
我是女生 或许有人和我一样也喜欢女生 很难真的很难啊
哈哈哈[多多耍酷]
恭喜呢[多多调皮]
没那么喜欢我，就别表现的那么深情，我怕我会爱上你
心里的感受不知道该和谁说，心里的难受不知道该怎么表达，好想关在屋子里，什么都可以不关心，什么都可以不过问，什么都可以不去想，就这样自己呆着，安全感就自己给自己的那种。
恭喜
恭喜！沾沾喜气
加油
兄弟们，我考上啦哈哈哈！！！！！祝各位前程似锦！
大实话
加油
"第一个叭
前程更重要."
说这么多 我只是想表达的是 我喜欢她 我也很爱她
你发光啦
愿你已实现
加油加油
没事的加油
加油
恭喜🎉
简单来说 我爱他
还好啦 我就是摩羯 其实熟了之后很好的 话痨
总会有人无条件爱你
我发现了一个事，我之前很不重感情，情感，感觉没有情感拟的，就算别人感觉十分感人的事，我看之后也会觉得没什么意思，但是我最近竟然有一点感情上的变化了。也许是她转学了，我变得更加无聊了。也变得更容易想起她了，多么好的女孩子，我竟然拒绝了她，想想感觉有点后悔了！
每个人的心中都有一个喜欢的人吧
我真的很喜欢她，但是她总是对我视而不见的样子真的很难受
おめでとう
艾腌
雯雯，我喜欢你
XIHUANLIUDAZHANG
第一个，因为第二个我已经有了
复制评论骗赞不好玩…
害 那我的三年又算什么
周围什么都在涨价 唯独爱情变得好廉价
才不祝你幸福 平平安安就好
心中自有答案
没结果的喜欢 自己忍着就行
好巧，昨天听刘晓艳老师说她表哥叫刘大壮
第一个
别叹气
沾沾喜气
人不疯狂枉少年 遵从自己内心选择
她的情绪真的很重要 即使我们任何关系都没有 都能被她的一两句话扰乱自己的心情 也可以因为她说的一句话能让我开心很久 也只是这一句就让我能开心这么久
会不会让你也好疲惫
