评论内容
经济舱是每个揣着梦想人的起点 我这样 刘聪也这样。合作需要共鸣 听歌也需要共鸣 如果这首歌Hit了 那夜是因为每一个坐在经济舱但看到山外山要做人上人的英雄！
拨不通的电话...
刘聪hook太好听了吧😭
哈哈哈，那句话是我说的成都飞北京，他坐在我旁边，我认识他 我说，“卧槽你们还坐经济舱啊”他没理我，也没说这是通往成功的方向，他就冲我笑了一下，这算不算出歌diss我 哈哈哈哈哈
我聪别声音一出来我真的直接哭了
"第一季 time
第二季 星球坠落
第三季 Hey kong
第四季 经济舱"
"戴上耳机 屏蔽周遭的喧闹
闭上双眼 聆听自己的心跳
为什么一直单曲循环 我也不知道
忽然间又想起十年前 丢掉的车票"
耳机电池没电 我又回到了现实 回到了现实
46A已就坐🤏🏾
刘聪拯救了两季新说唱
GAI哥不是说看不起坐经济舱的rapper吗…
GAI听到这首歌脸都绿了
专升本算个屁。老子冲了
妈，你在天上等着我高考成功的消息。
如果说今年kafehu的verse是特立独行的说唱诗人，那3ho和keyL的hook就是支撑诗人流浪的灵魂
这首歌有没有纯音的，不唱的版本
哈哈哈哈哈哈
乐色
杠精确实，难为你了
加油！！！
好快
距离高考还有两年，但我想去江苏，一定会去的！
嗯嗯，继续加油，向阳而生
不不不，正常人都比他高人一等
来海安中学的第一年已经过去了 希望下面两年会有更多收获
脑子不想要请捐给需要他的人
要及时止损，所以要更加的努力，我也希望云友们可以不懈努力，看到那个闪闪发光的自己，努力终有所成，希望她不会再出现在我的生活中，好啦😊，得努力哇！
更好的自己，你丢的每一分是为了遇见那个人，很多时候大家都会面临着不同的困难，因为没有谁是一帆风顺的。我变得更加开朗，喜欢运动，和朋友们粗去玩，做音乐，写歌，弹吉他，在知道自己是舔狗的情况下。和百度导航说的一样——您已偏离航线，正在为您重新规划，请回到正确的航线上。
今年的考生，考得还行吧，西南大学我要来咯！但是人外有人，我的情敌在北大，而我喜欢的人也通过强基计划去了北京的中国农业大学，之所以选择在现在在这里评论，是因为自己每一天仍然在努力，停不下来，即使后来的我们相见只能说：“你好，好久不见。”，有句话不是说的好嘛——你对的每一分是为了遇见
每次听到这首歌的时候，就想起外公病危的那个晚上，凌晨2点钟我开在外环上去医院见他最后一面，一眨眼已经快一年了呢。
那就祝我们能够在平凡的日子里做一个不平凡的人
可以试试日语高考
xswl
结束了
不知道什么风格的话，直接rapper名字+风格，比如上面那位就是这么说的这首是旋律说唱
这首歌火的时候，他还在我身边
95后？
感觉还是新说唱的舒服
什么都不说就凭你一个阵容新时代就是所有里面最拉的
明明是个励志歌你硬生生理解成阶级劣势。[多多无语]
英语拉分好严重，加油
不就是个破大学吗？老子拼了命也要考上！
跟你一样，还挂念就试着靠近吧
第一次听到这首歌，我们还在一起
加油💪
加油！冲！别放弃！
这是一首充满正能量的歌，你可别秀了
重开吧小伙子
小脑呢?
加油喔
yep
哈哈
加油！相信你！
好棒！
加油！
我可以
耶今天坐的46A
加油！985毕业 正在秋招 你可以的！
神经内科[西西奸笑]
脑子？？
这就去应聘开心麻花(bushi
祝我三年后坐上经济舱吧！
会的
翻盘了吗
冲
啧，语文没学好
你不是最擅长打逆风局吗⛅️
脑子?
愿今天十点查分能是自己满意的分数，我要上重点！
never
这么会聊天的女孩，拿来吧你
怎么才能原谅自己
这？你中考考什么大学？你不应该是考高中？
这属于什么风格的说唱 谁能告诉我
同为复读生，加油
听不懂别听
rapper这几年很吃香很赚钱，做经济舱？
加油 我们并不是晚了一年 只是更多了一年去寻找方向
说的对
