可惜没如果 (《杜鹃之巢》韩剧中文主题曲|《对我而言，可爱的她》韩剧中文片尾曲),45921
江南,40080
修炼爱情,28154
手心的蔷薇,7600
那些你很冒险的梦,24706
爱不会绝迹 (《恐龙宝贝》动画片主题曲),10031
背对背拥抱,12707
美人鱼,9929
她说 (《爱情睡醒了》电视剧插曲),17341
曹操,15289
