天外来物,137557
被人 (《你微笑时很美》电视剧情感主题曲),35872
演员,60210
绅士 (《是！尚先生》电视剧插曲|《记忆清除者》网络大电影插曲),33986
刚刚好 (《我与你的光年距离》网络剧主题曲|《总裁误宠替身甜妻》网络剧主题曲),41513
我好像在哪见过你 (《精灵王座》动画电影主题曲),35669
怪咖,38201
耗尽,232508
意外 (《如果我爱你》电视剧插曲),33330
你还要我怎样 (《妈妈像花儿一样》电视剧片尾曲|《如果我爱你》电视剧插曲),42567
