半生雪,22680
踏山河,44631
燕无歇,21526
踏山河（DJ Yaha）,4096
燕无歇（DJ黑桃A）feat.是七叔呢,7156
星辰大海,4812
客子光阴,2803
一介布衣,1824
客子光阴（DJ Yaha）,1157
送明月 (《真·三国无双》电影邂逅宣传曲),5184
